ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
1162,male,1980,non-black / non-hispanic,628,45,14.47,421,"education, health, social services",Professional and related,college/graduate degree
1163,male,1983,non-black / non-hispanic,454,40,21.629999,61,"education, health, social services",Teachers,college/graduate degree
1164,male,1982,non-black / non-hispanic,483,50,0,113,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
1166,female,1980,non-black / non-hispanic,585,40,2.8299999,195,"entertainment, accomodation, food and other services",Services,college/graduate degree
1167,male,1980,non-black / non-hispanic,436,45,0,301,"finance, insurance, real estate, other professional",Sales and related,high school
1169,female,1983,non-black / non-hispanic,466,32,13,22,"education, health, social services",Services,high school
1171,male,1984,non-black / non-hispanic,361,40,31.25,201,"education, health, social services",Professional and related,college/graduate degree
1172,male,1981,non-black / non-hispanic,596,36,11.64,588,trade,Sales and related,high school
1173,female,1983,non-black / non-hispanic,457,40,24,40,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1175,female,1982,non-black / non-hispanic,510,40,16.83,62,"entertainment, accomodation, food and other services",Services,college/graduate degree
1176,male,1984,non-black / non-hispanic,422,40,20,115,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",college/graduate degree
1177,female,1982,non-black / non-hispanic,490,15,16.5,14,"education, health, social services",Teachers,college/graduate degree
1183,male,1982,non-black / non-hispanic,601,39,17,228,trade,Sales and related,high school
1184,male,1980,hispanic,350,32,15.99,4,construction,Construction and extraction,high school
1185,male,1983,hispanic,414,40,1.74,27,"entertainment, accomodation, food and other services",Services,high school
1186,male,1980,non-black / non-hispanic,726,60,32.049999,264,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
1187,female,1983,hispanic,505,40,23.41,318,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1188,female,1983,non-black / non-hispanic,479,40,23.08,318,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1189,male,1982,non-black / non-hispanic,293,140,2.28,41,"entertainment, accomodation, food and other services",Professional and related,college/graduate degree
1190,female,1981,hispanic,612,32,23.440001,24,"transportation, communication",Office and administrative support,some  college
1191,male,1981,non-black / non-hispanic,681,40,18.440001,447,trade,Sales and related,high school
1195,male,1981,non-black / non-hispanic,460,58,16.5,202,"agriculture, mining, manufacturing",Production,high school
1196,male,1983,non-black / non-hispanic,619,50,12.65,300,"agriculture, mining, manufacturing",Transportation and material moving,high school
1197,female,1984,non-black / non-hispanic,345,16,3.25,19,"entertainment, accomodation, food and other services",Services,ged or none
1201,male,1984,non-black / non-hispanic,465,84,.22,63,"public administration, military and special",Military and special,ged or none
1202,male,1981,black,532,38,9.96,51,"entertainment, accomodation, food and other services",Services,high school
1203,female,1981,black,130,40,2.79,110,"public administration, military and special",Military and special,ged or none
1204,male,1983,black,302,30,150,177,"entertainment, accomodation, food and other services","Management, business, and financial",ged or none
1205,female,1980,black,519,40,13.1,55,"education, health, social services",Services,college/graduate degree
1206,female,1984,black,200,30,35,53,"entertainment, accomodation, food and other services",Services,some  college
1210,male,1983,black,129,40,8.75,9,"entertainment, accomodation, food and other services",Services,ged or none
1211,male,1980,black,159,40,12.5,305,construction,Construction and extraction,ged or none
1214,male,1982,black,93,16,.36000001,58,"public administration, military and special",Office and administrative support,high school
1215,male,1980,black,608,80,15,88,"agriculture, mining, manufacturing",Production,college/graduate degree
1218,male,1983,black,599,30,26.67,347,"entertainment, accomodation, food and other services",Sales and related,high school
1219,male,1984,black,1,12,1.67,-3,"finance, insurance, real estate, other professional",Services,ged or none
1220,female,1981,black,198,16,8,20,trade,Office and administrative support,some  college
1223,female,1980,black,738,40,22.469999,270,"entertainment, accomodation, food and other services",Office and administrative support,some  college
1226,male,1980,black,553,40,2.5999999,163,"entertainment, accomodation, food and other services",Services,high school
1228,male,1980,non-black / non-hispanic,742,40,19.23,548,"education, health, social services",Services,college/graduate degree
1229,female,1984,non-black / non-hispanic,302,32,15.63,113,"entertainment, accomodation, food and other services",Services,some  college
1230,male,1984,non-black / non-hispanic,362,40,10.34,182,trade,"Management, business, and financial",high school
1231,male,1980,non-black / non-hispanic,748,4,118.75,93,"education, health, social services",Teachers,college/graduate degree
1232,male,1983,non-black / non-hispanic,500,40,28.85,138,trade,Sales and related,college/graduate degree
1233,male,1983,non-black / non-hispanic,282,55,16.07,69,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1234,male,1983,non-black / non-hispanic,377,40,10,16,trade,Transportation and material moving,college/graduate degree
1235,male,1983,non-black / non-hispanic,604,50,38.459999,41,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
1237,male,1983,non-black / non-hispanic,397,48,14.82,227,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1238,female,1983,non-black / non-hispanic,404,40,8.75,51,trade,"Management, business, and financial",high school
1239,male,1983,non-black / non-hispanic,536,42,19.23,157,trade,Production,some  college
1240,male,1982,non-black / non-hispanic,455,40,17.5,38,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
1241,female,1981,non-black / non-hispanic,450,40,34.619999,216,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
1243,female,1984,non-black / non-hispanic,297,20,12,-3,"public administration, military and special",Professional and related,college/graduate degree
